epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
14,4803.01,1.63635,1.21519,1.27813,0.78376,0.62744,0.72981,0.40084,1.63538,1.1108,1.37682,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
15,5046.89,1.63484,1.20313,1.2713,0.78532,0.63395,0.7344,0.40459,1.63923,1.08214,1.3732,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
16,5434.85,1.62577,1.2001,1.26841,0.78291,0.6404,0.73348,0.4036,1.62636,1.09199,1.36618,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
17,5839.24,1.62203,1.19473,1.26434,0.78333,0.6396,0.73806,0.40938,1.61858,1.08445,1.36961,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
18,6263.06,1.61681,1.18417,1.26322,0.79479,0.64212,0.74039,0.41195,1.62683,1.09066,1.35594,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
19,6663.52,1.61399,1.17732,1.25633,0.79385,0.64064,0.74051,0.41178,1.61394,1.06882,1.36022,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
20,7072.61,1.61822,1.17195,1.25187,0.79855,0.6437,0.74455,0.41634,1.60599,1.06339,1.3572,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
21,7391.42,1.61074,1.17073,1.25284,0.79723,0.65036,0.74753,0.4197,1.59367,1.06306,1.35424,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,7765.18,1.5997,1.16618,1.25105,0.79804,0.6504,0.74923,0.42224,1.59301,1.05756,1.35128,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,8054.8,1.60069,1.16191,1.25099,0.80167,0.65501,0.75154,0.41993,1.6024,1.06917,1.35879,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,8360.79,1.59808,1.15638,1.24552,0.79961,0.65414,0.75205,0.42426,1.5888,1.03874,1.34295,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,8705.3,1.5947,1.15128,1.24871,0.79786,0.65708,0.75279,0.42316,1.58679,1.03305,1.35565,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,8984.32,1.59002,1.15133,1.24648,0.79854,0.66009,0.75353,0.4234,1.58503,1.03429,1.3446,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,9317.34,1.5962,1.14578,1.24432,0.79977,0.6634,0.75842,0.42775,1.58704,1.02175,1.35012,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,9707.41,1.59533,1.14094,1.24196,0.8002,0.66398,0.7595,0.42968,1.58027,1.0167,1.33815,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,10140.1,1.58563,1.13648,1.23812,0.8031,0.66546,0.76158,0.42951,1.57652,1.02587,1.33946,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,10435.2,1.58794,1.14012,1.24288,0.80423,0.66281,0.76146,0.43072,1.57256,1.01518,1.34614,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,10739.2,1.58424,1.1346,1.23735,0.81122,0.66225,0.76387,0.43387,1.57272,1.016,1.33301,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,11148,1.57921,1.12817,1.23756,0.80645,0.66634,0.76264,0.43282,1.57457,1.01082,1.33465,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,11458.8,1.57849,1.12674,1.23701,0.80876,0.66771,0.766,0.43647,1.5697,1.01042,1.33728,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,11799.7,1.57654,1.12496,1.23372,0.80857,0.66763,0.76544,0.43529,1.56652,1.00841,1.33369,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,12143.8,1.57422,1.12245,1.23301,0.80935,0.67148,0.76787,0.43763,1.56269,1.00892,1.33198,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,12578.5,1.57144,1.11587,1.23117,0.80891,0.6697,0.76676,0.43754,1.56182,1.00449,1.33675,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,13015.6,1.5745,1.12182,1.22856,0.80936,0.67133,0.76773,0.43937,1.55868,0.99653,1.33273,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,13345.2,1.5653,1.11569,1.23154,0.80936,0.67394,0.76976,0.43971,1.55711,1.00217,1.33035,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,13671.6,1.56344,1.11347,1.22935,0.81065,0.67395,0.76978,0.43895,1.55988,0.99851,1.33061,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,13998.5,1.56432,1.10845,1.22385,0.81026,0.67271,0.7686,0.43953,1.55662,0.99575,1.32848,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,14505.2,1.5559,1.10741,1.22746,0.80845,0.67438,0.76957,0.44004,1.55523,0.99192,1.32893,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,14986.4,1.55671,1.10445,1.22448,0.80937,0.67401,0.77004,0.44024,1.55492,0.99007,1.32753,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,15461,1.5517,1.10028,1.22328,0.81181,0.6776,0.77213,0.44152,1.55232,0.98603,1.32625,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,15767.6,1.55483,1.0951,1.22196,0.81366,0.67693,0.77267,0.44201,1.54966,0.98426,1.32725,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,16211.7,1.55717,1.09282,1.22096,0.81263,0.678,0.77297,0.44308,1.54787,0.98238,1.32631,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,16548.8,1.55161,1.09626,1.2219,0.81436,0.67817,0.7735,0.44312,1.54915,0.98108,1.32691,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,16856.2,1.55077,1.09295,1.21857,0.81706,0.67703,0.77422,0.44516,1.54671,0.97767,1.32342,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,17218.3,1.54525,1.08975,1.22183,0.81588,0.67656,0.77371,0.44397,1.54771,0.98102,1.32459,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,17316,1.53888,1.08446,1.22005,0.81559,0.67819,0.77406,0.4446,1.547,0.97805,1.32686,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,17396.3,1.54725,1.07965,1.21524,0.81616,0.67927,0.77484,0.44456,1.54659,0.97675,1.32823,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,17474.6,1.54393,1.08068,1.21759,0.81617,0.68179,0.77607,0.44564,1.54684,0.97322,1.328,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,17553.9,1.54254,1.07967,1.21728,0.81679,0.68018,0.77612,0.44621,1.54614,0.97121,1.32827,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,17632.3,1.53653,1.07847,1.21495,0.81531,0.68202,0.77651,0.44687,1.54457,0.97006,1.32632,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,17711.9,1.54186,1.07454,1.21417,0.81449,0.68384,0.77703,0.44733,1.54495,0.96903,1.32425,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,17790.8,1.54021,1.07644,1.21386,0.81492,0.68488,0.77812,0.44816,1.54388,0.96852,1.32362,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,17869.6,1.5371,1.07104,1.20834,0.8147,0.68529,0.77822,0.44857,1.54236,0.96776,1.32259,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,17948.8,1.53522,1.07083,1.20655,0.81576,0.68465,0.77828,0.44841,1.5416,0.96692,1.32262,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,18028,1.53504,1.07066,1.20803,0.81661,0.68439,0.77799,0.44804,1.54123,0.96562,1.32264,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,18106.1,1.53323,1.06484,1.20556,0.81678,0.68366,0.77776,0.44748,1.54091,0.96527,1.32344,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,18185.7,1.53551,1.06242,1.20736,0.81607,0.68486,0.77828,0.44806,1.54052,0.96474,1.32393,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,18263.7,1.52983,1.06354,1.20453,0.81822,0.68452,0.77869,0.44806,1.53994,0.96399,1.32422,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,18341.7,1.5284,1.06035,1.2062,0.81703,0.68558,0.77887,0.44846,1.53915,0.9637,1.3242,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,18421.3,1.52895,1.05722,1.20364,0.81837,0.68593,0.77939,0.44897,1.53891,0.96236,1.32404,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,18499.3,1.5197,1.05716,1.20452,0.81758,0.68644,0.77929,0.44914,1.53861,0.96228,1.32394,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,18577.3,1.51567,1.05177,1.20014,0.81676,0.68645,0.77933,0.44915,1.53833,0.9617,1.32361,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,18655.7,1.51889,1.05249,1.19925,0.81835,0.68588,0.77991,0.44985,1.53813,0.96106,1.32351,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,18733.9,1.51929,1.0452,1.19822,0.81826,0.68654,0.78021,0.45007,1.53791,0.95967,1.32324,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,18811.9,1.51658,1.0475,1.19903,0.81817,0.68724,0.78058,0.45038,1.53735,0.95954,1.3235,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,18890.2,1.5148,1.04088,1.1967,0.81857,0.68712,0.78089,0.45056,1.53758,0.95824,1.32353,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,18968.8,1.51549,1.04243,1.19504,0.81813,0.68795,0.7808,0.45078,1.53759,0.95721,1.32368,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,19047.2,1.50988,1.03676,1.19409,0.81884,0.6877,0.78101,0.4509,1.53738,0.9567,1.32378,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,19125.5,1.50877,1.04062,1.19736,0.8196,0.68773,0.78119,0.45086,1.53745,0.95635,1.3238,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,19204,1.50768,1.03377,1.19054,0.81868,0.68852,0.7814,0.45114,1.53753,0.95544,1.32405,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,19282.5,1.50734,1.03302,1.19264,0.81741,0.68925,0.78144,0.45118,1.53713,0.95515,1.3239,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,19360.5,1.50453,1.0292,1.19135,0.81759,0.68893,0.78144,0.45104,1.53704,0.95509,1.32404,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,19440.1,1.50204,1.02516,1.19131,0.81727,0.68939,0.78143,0.45114,1.53683,0.95477,1.32395,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,19518.4,1.50414,1.02681,1.18905,0.8189,0.68934,0.7816,0.45117,1.53669,0.95407,1.32433,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,19596.7,1.49444,1.02378,1.19085,0.81855,0.68917,0.78165,0.45125,1.53675,0.95369,1.32437,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,19675.2,1.50094,1.02471,1.18655,0.819,0.68887,0.78197,0.4512,1.5367,0.95227,1.32476,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,19754.5,1.49379,1.02173,1.1897,0.81873,0.68922,0.78192,0.45115,1.53633,0.9524,1.32494,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,19833.9,1.49301,1.01606,1.18696,0.81912,0.6892,0.78205,0.45162,1.53622,0.95189,1.32511,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,19912,1.48927,1.01801,1.18803,0.81949,0.68964,0.78223,0.45157,1.53647,0.95107,1.32516,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,19990.4,1.48622,1.01578,1.18263,0.81897,0.69005,0.78229,0.45159,1.53622,0.95102,1.32525,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,20068.9,1.48835,1.01269,1.18285,0.81974,0.68964,0.78242,0.45174,1.53622,0.95064,1.32535,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,20147.8,1.49429,1.00962,1.18238,0.81986,0.68995,0.78254,0.45192,1.53626,0.95027,1.32547,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,20227.3,1.48449,1.01174,1.18266,0.81967,0.68982,0.78253,0.45191,1.53637,0.94998,1.32578,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,20306,1.48999,1.00927,1.18028,0.82191,0.68819,0.78233,0.45185,1.53636,0.9494,1.32609,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,20384.2,1.48064,1.00487,1.18062,0.82104,0.68961,0.78254,0.45184,1.536,0.94926,1.32614,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,20462.6,1.48038,1.00344,1.17811,0.82102,0.68917,0.78245,0.45191,1.53584,0.94921,1.32615,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,20540.8,1.47755,1.00364,1.17996,0.82079,0.68936,0.78244,0.45193,1.53593,0.94893,1.32641,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,20615,1.42375,0.90509,1.16084,0.82027,0.68972,0.78251,0.45188,1.53598,0.9482,1.32679,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,20687.9,1.41825,0.89548,1.15573,0.82088,0.6897,0.7826,0.45182,1.53565,0.94778,1.3271,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,20761.1,1.41075,0.89482,1.15349,0.82042,0.68987,0.78253,0.45187,1.53569,0.94728,1.32752,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,20833.9,1.40383,0.88866,1.15382,0.82046,0.68956,0.78258,0.45205,1.53561,0.94716,1.32771,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,20906.9,1.40358,0.8848,1.15156,0.82107,0.68921,0.78261,0.45225,1.53546,0.94674,1.32817,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,20980.9,1.40023,0.88645,1.15025,0.82109,0.68921,0.78244,0.45198,1.53544,0.94656,1.32845,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,21054,1.40278,0.88457,1.14738,0.82126,0.68911,0.78244,0.45198,1.53522,0.94627,1.32873,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,21128.2,1.39239,0.87801,1.14801,0.82118,0.68906,0.78241,0.45199,1.53534,0.9458,1.32927,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,21201,1.39656,0.87614,1.14806,0.82101,0.68903,0.78243,0.45216,1.53527,0.94531,1.32969,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,21274.1,1.3957,0.87806,1.14671,0.82124,0.68919,0.78258,0.4521,1.53494,0.94534,1.32987,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
